"Project";"BugNumber";"AP";"Rank";"FilePath";"IsBuggy";"ScoreH";"ScoreR";"ScoreS";"FinalScore";"ClassNames";"Comments";"EnumNames";"FieldNames";"InterfaceNames";"MethodNames";"NamespaceNames";"ParameterNames";"PropertyNames";"StringLiterals";"StructNames";"VariableNames"
"ILSpy";218;0,333;3;"ILSpy/TreeNodes/FieldTreeNode.cs";TRUE;0;0;0,838;0,469;0,194;0,203;0,684;0,187;0,414;0,219;0,187;0,323;0,387;0,873;NA;NA
"ILSpy";230;0,815;1;"ILSpy/SearchPane.cs";TRUE;0;0;1;0,56;0,37;0,223;NA;0,148;NA;0,152;0,002;0,301;0,252;0,248;NA;0,308
"ILSpy";230;0,815;2;"ILSpy/TreeNodes/Analyzer/AnalyzedTypeExtensionMethodsTreeNode.cs";TRUE;0;0;0,947;0,53;0,111;NA;NA;0,414;NA;0,047;0,205;0,203;NA;0,097;NA;0,309
"ILSpy";230;0,815;3;"ILSpy/TreeNodes/Analyzer/AnalyzedMethodOverridesTreeNode.cs";TRUE;0;0;0,94;0,526;0,101;0,344;NA;0,424;NA;0,049;0,177;0,163;0,033;0,122;NA;0,175
"ILSpy";230;0,815;5;"ILSpy/TreeNodes/Analyzer/AnalyzedInterfaceMethodImplementedByTreeNode.cs";TRUE;0;0;0,902;0,505;0,108;NA;NA;0,42;NA;0,052;0,191;0,209;NA;0,162;NA;0,157
"ILSpy";230;0,815;6;"ILSpy/TreeNodes/Analyzer/AnalyzedMethodUsesTreeNode.cs";TRUE;0;0;0,835;0,468;0,126;NA;NA;0,48;NA;NA;0,239;0,215;NA;0,171;NA;NA
"ILSpy";230;0,815;7;"ILSpy/TreeNodes/Analyzer/AnalyzedVirtualMethodUsedByTreeNode.cs";TRUE;0;0;0,834;0,467;0,092;NA;0,148;0,352;NA;0,184;0,163;0,21;0,04;0,152;NA;0,147
"ILSpy";230;0,815;8;"ILSpy/TreeNodes/Analyzer/AnalyzedMethodUsedByTreeNode.cs";TRUE;0;0;0,828;0,464;0,101;NA;NA;0,35;NA;0,055;0,171;0,21;NA;0,171;NA;0,198
"ILSpy";230;0,815;9;"ILSpy/TreeNodes/Analyzer/AnalyzedTypeInstantiationsTreeNode.cs";TRUE;0;0;0,815;0,456;0,102;NA;NA;0,319;NA;0,049;0,18;0,203;NA;0,111;NA;0,263
"ILSpy";230;0,815;10;"ILSpy/TreeNodes/Analyzer/AnalyzedTypeTreeNode.cs";TRUE;0;0;0,815;0,456;0,19;NA;NA;0,249;NA;0,108;0,275;0,204;NA;0,18;NA;NA
"ILSpy";231;1;1;"ILSpy/MainWindow.xaml.cs";TRUE;0,097;0,013;1;0,591;0,237;0,489;0;0,224;0,195;0,134;0,37;0,173;0,132;0,422;0;0,133
"ILSpy";232;0,25;2;"ICSharpCode.Decompiler/ILAst/ILAstOptimizer.cs";TRUE;0,492;1;0,508;0,572;0,059;0,095;0,004;0,077;0;0,044;0,32;0,102;0,041;0,114;0;0,021
"ILSpy";239;0,056;9;"ICSharpCode.Decompiler/ILAst/TypeAnalysis.cs";TRUE;0,61;0;0,361;0,385;NA;0,147;0,181;0,116;NA;0,012;0,103;NA;0,342;NA;NA;NA
"ILSpy";241;0,25;1;"ICSharpCode.Decompiler/ILAst/TypeAnalysis.cs";TRUE;0,61;0,019;1;0,746;0,314;0,189;0,075;0,075;0;0,245;0,058;0,4;0,38;0,304;0;0,266
"ILSpy";248;0,167;3;"ICSharpCode.Decompiler/ILAst/TypeAnalysis.cs";TRUE;0,992;0,19;0,21;0,442;0,044;0,119;0,012;0,005;0;0,039;0,374;0,003;0,093;0,004;0;0,012
"ILSpy";249;0,333;1;"ICSharpCode.Decompiler/ILAst/InitializerPeepholeTransforms.cs";TRUE;0,188;1;0,754;0,618;0,014;0,155;0,009;0,216;0;0,125;0,089;0,12;0,324;0,112;0;0,201
"ILSpy";249;0,333;3;"ICSharpCode.Decompiler/ILAst/TypeAnalysis.cs";TRUE;0,993;0,423;0,368;0,563;0,029;0,157;0,007;0,121;0;0,017;0,111;0,021;0,217;0,022;0;0,045
"ILSpy";271;0,25;2;"ICSharpCode.Decompiler/Ast/AstMethodBodyBuilder.cs";TRUE;0,558;0,226;0,677;0,578;0,105;0,168;0,001;0,034;0;0,073;0,339;0,11;0,066;0,122;0,865;0,145
"ILSpy";294;0,272;2;"ILSpy/TreeNodes/FieldTreeNode.cs";TRUE;0;0,732;0,751;0,523;0,166;0,156;0,264;0,065;0,891;0,164;0,928;0;0,087;0;0;0,01
"ILSpy";294;0,272;5;"ILSpy/Images/Images.cs";TRUE;0;0;0,855;0,479;0,062;NA;0,302;0,165;NA;0,166;0,006;0,279;0,081;0,165;NA;0,235
"ILSpy";294;0,272;9;"ILSpy/TreeNodes/EventTreeNode.cs";TRUE;0;0,003;0,777;0,435;0,157;0,163;0,267;0,117;0,891;0,164;0,96;0;0,08;0;0;0
"ILSpy";294;0,272;10;"ILSpy/TreeNodes/MethodTreeNode.cs";TRUE;0;0,003;0,773;0,433;0,161;0,339;0,262;0,09;0,891;0,18;0,923;0;0,072;0;0;0
"ILSpy";299;0,125;8;"ICSharpCode.Decompiler/ILAst/TypeAnalysis.cs";TRUE;1;0,24;0,29;0,496;0,022;0,142;0,001;0,01;0;0,102;0,04;0,001;0,097;0,002;0;0,01
"ILSpy";397;0,029;7;"NRefactory/ICSharpCode.NRefactory.VB/Visitors/CSharpToVBConverterVisitor.cs";TRUE;0,727;0;0,24;0,352;0,025;0,045;0,028;0,113;NA;0,115;0,103;0,056;0,152;0,028;NA;0,047
"ILSpy";468;0,25;2;"ICSharpCode.Decompiler/ILAst/YieldReturnDecompiler.cs";TRUE;0,003;0;0,948;0,532;0,236;0,241;0,274;0,235;NA;0,147;0,377;0,11;0,183;0,13;0,281;0,164
"ILSpy";509;0,111;3;"ILSpy.AddIn/ILSpyAddInPackage.cs";TRUE;0;0;0,761;0,426;0,073;0,395;NA;0,124;NA;0,276;0,38;0,407;0,251;0,463;NA;NA
"ILSpy";549;0,333;3;"ILSpy/TreeNodes/Analyzer/AnalyzedTypeUsedByTreeNode.cs";TRUE;0;0;0,982;0,55;0,176;0;NA;0,256;NA;0,082;0,384;0,165;0,008;0,404;NA;0,391
"MahApps.Metro";853;0,25;4;"MahApps.Metro/Behaviours/BorderlessWindowBehavior.cs";TRUE;0;0;0,869;0,486;0,517;0,18;NA;0,032;NA;0,076;0,015;0,032;0,167;0,159;NA;0,249
"MahApps.Metro";874;0,333;1;"MahApps.Metro/Behaviours/BorderlessWindowBehavior.cs";TRUE;0,585;1;0,836;0,784;0,246;0,215;0;0,155;0;0,103;0,003;0;0,338;0,108;0;0,309
"MahApps.Metro";1183;0,143;7;"MahApps.Metro/Controls/NumericUpDown.cs";TRUE;0,427;0;0,13;0,201;NA;0,044;NA;0,076;NA;0,018;0,295;NA;0,078;0,069;NA;0,206
"MahApps.Metro";1275;0,5;1;"MahApps.Metro/Behaviours/BorderlessWindowBehavior.cs";TRUE;0,328;1;1;0,798;0,258;0,389;0;0,314;0;0,287;0,666;0,565;0,31;0,175;0;0,499
"MahApps.Metro";1411;0,25;4;"MahApps.Metro/Controls/MetroWindow.cs";TRUE;0,203;1;0,374;0,411;0,105;0,113;0;0,075;0;0,147;0;0,43;0,366;0,082;0;0,105
"MahApps.Metro";1764;1;1;"MahApps.Metro/Controls/Helper/TextBoxHelper.cs";TRUE;0;0;1;0,56;0,93;0,4;NA;0,396;NA;0,421;0,01;NA;NA;0,479;NA;0,501
"MahApps.Metro";1845;0,5;2;"MahApps.Metro/Controls/Dialogs/DialogManager.cs";TRUE;0,001;0;1;0,56;0,361;0,232;0,698;0,599;NA;0,482;0,927;0,748;0,268;0,403;NA;0,643
"MahApps.Metro";1867;0,75;1;"MahApps.Metro/Controls/ToggleSwitch.cs";TRUE;0;0;1;0,56;0,241;0,142;NA;0,284;NA;0,221;NA;0,051;0,748;0,692;NA;0,459
"MahApps.Metro";1867;0,75;4;"MahApps.Metro/Converters/OffOnConverter.cs";TRUE;0;0;0,502;0,281;0,229;NA;NA;NA;NA;NA;NA;NA;1,237;NA;NA;NA
"MahApps.Metro";2020;1;1;"MahApps.Metro/Controls/DataGridNumericUpDownColumn.cs";TRUE;0;0;1;0,56;0,829;0,099;NA;0,109;NA;0,482;NA;0,106;0,218;NA;NA;0,8
"MahApps.Metro";2324;1;1;"MahApps.Metro/Controls/MetroWindow.cs";TRUE;0,707;1;0,377;0,563;0,145;0,287;0,402;0,269;0;0,152;0,295;0,181;0,461;0,207;0;0,261
"Mvc";2252;0,667;1;"src/Microsoft.AspNet.Mvc.Razor/RazorView.cs";TRUE;0;0;1;0,56;0,012;0,508;NA;NA;0,133;0,62;0,38;0,34;0,642;NA;NA;0,68
"Mvc";2252;0,667;2;"src/Microsoft.AspNet.Mvc.Razor/RazorPage.cs";TRUE;0;0;0,775;0,434;0,002;0,529;NA;0,424;NA;0,45;0,293;0,303;0,634;0,021;NA;0,104
"Mvc";2252;0,667;3;"src/Microsoft.AspNet.Mvc.Razor/Properties/Resources.Designer.cs";TRUE;0;0;0,698;0,391;NA;0,661;NA;NA;NA;0,463;NA;NA;0,467;0,486;NA;NA
"Mvc";2252;0,667;4;"src/Microsoft.AspNet.Mvc.Razor/IRazorPage.cs";TRUE;0;0;0,601;0,337;0,015;0,706;NA;NA;NA;0,239;NA;NA;0,938;NA;NA;NA
"Mvc";2276;0,02;7;"src/Microsoft.AspNet.Mvc.Core/SessionStateTempDataProvider.cs";TRUE;0;0;0,583;0,327;0,371;0,075;NA;0,413;0,501;0,302;0;NA;NA;0,43;NA;0,42
"Mvc";2278;0,083;4;"src/Microsoft.AspNet.Mvc.Razor/RazorPageActivator.cs";TRUE;0;0;0,828;0,464;0,558;0,411;NA;0,128;0,386;0,304;0,024;0,613;0,522;0,07;NA;0,612
"Mvc";2336;0,333;2;"src/Microsoft.AspNet.Mvc.TagHelpers/InputTagHelper.cs";TRUE;0;0;1;0,56;0,184;0,392;1,119;0,406;0,391;0,436;0,727;0,397;0,397;0,18;NA;0,366
"Mvc";2336;0,333;4;"src/Microsoft.AspNet.Mvc.Core/Rendering/Html/DefaultHtmlGenerator.cs";TRUE;0;0;0,796;0,446;0,206;0,355;1,095;0,26;0,226;0,367;0,153;0,283;0,339;0,218;NA;0,203
"Mvc";2464;0,034;7;"src/Microsoft.AspNet.Mvc.Abstractions/ModelBinding/ModelStateDictionary.cs";TRUE;0;0;0,786;0,44;0,59;0,267;1,158;0,063;NA;0,209;0,109;0,108;0,115;NA;0,125;0,48
"Mvc";2464;0,034;10;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/Validation/DefaultObjectValidator.cs";TRUE;0;0,026;0,712;0,402;0,059;0,237;1,171;0;0,135;0,162;0,833;0,194;0,241;0;0;0,272
"Mvc";2527;0,033;6;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/FormCollectionModelBinder.cs";TRUE;0;0;0,678;0,38;0,492;0,339;NA;NA;0,196;0,044;0,348;0,029;0,067;NA;NA;0,387
"Mvc";2648;0,444;1;"src/Microsoft.AspNet.Mvc/MvcServiceCollectionExtensions.cs";TRUE;1;0;0,554;0,61;0,346;0,403;NA;NA;0,207;0,678;0,002;0,26;NA;NA;NA;0,061
"Mvc";2648;0,444;6;"src/Microsoft.AspNet.Mvc/Properties/AssemblyInfo.cs";TRUE;1;0;0,177;0,399;NA;NA;NA;NA;NA;NA;0,643;NA;NA;0,598;NA;NA
"Mvc";2776;0,011;9;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/Metadata/DefaultModelMetadata.cs";TRUE;0,269;0,101;0,748;0,514;0,314;0,174;0,446;0,17;0,11;0,255;0,202;0,083;0,294;0,128;0,182;0,218
"Mvc";2859;0,25;2;"src/Microsoft.AspNet.Mvc.Core/UrlHelper.cs";TRUE;0,195;0;1;0,619;0,53;0,182;NA;NA;NA;0,269;0;0,363;0,207;0,496;NA;0,173
"Mvc";2900;0,156;1;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/CompositeModelBinder.cs";TRUE;0;0;1;0,56;NA;0,173;1,2;0,237;NA;0,291;0;NA;0,378;NA;NA;0,618
"Mvc";2900;0,156;5;"src/Microsoft.AspNet.Mvc.Abstractions/ModelBinding/OperationBindingContext.cs";TRUE;0;0;0,796;0,446;NA;0,145;1,2;0,467;NA;NA;0;NA;0,449;NA;NA;NA
"Mvc";2947;0,063;4;"src/Microsoft.AspNet.Mvc.ViewFeatures/ViewExecutor.cs";TRUE;0,351;0;0,716;0,506;0,29;0,158;NA;0,775;NA;NA;0,125;0,371;0,029;0,144;NA;0,33
"Mvc";2986;0,333;2;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/Metadata/DefaultModelMetadataProvider.cs";TRUE;0;0,318;1;0,605;0,4;0,301;0;0;0,099;0,309;1,115;0,219;0,618;0;0,471;0,291
"Mvc";2986;0,333;4;"src/Microsoft.AspNet.Mvc.Core/ModelBinding/MutableObjectModelBinder.cs";TRUE;0,013;0,992;0,739;0,557;0,331;0,296;0,297;0,154;0,067;0,258;0,187;0,363;0,425;0;0;0,201
"Mvc";3100;0,5;1;"src/Microsoft.AspNet.Mvc.Razor/RazorView.cs";TRUE;0,001;0,878;1;0,683;0,101;0,364;0;0;0,086;0,389;0;0,4;0,346;0;0;0,489
"Mvc";3100;0,5;4;"src/Microsoft.AspNet.Mvc.Razor/Properties/Resources.Designer.cs";TRUE;0,003;1;0,423;0,377;0;0,283;0;0;0;0,179;0;0;0,17;0,217;0;0
"Mvc";3177;0,26;1;"src/Microsoft.AspNet.Mvc.ViewFeatures/ViewFeatures/ViewExecutor.cs";TRUE;0,623;1;0,757;0,751;0,383;0,173;0;0,411;0;0;0,236;0,31;0,273;0,063;0;0,202
"Mvc";3177;0,26;2;"src/Microsoft.AspNet.Mvc.ViewFeatures/ViewComponentResult.cs";TRUE;0,708;0,943;0,695;0,733;0,318;0,232;0;0,382;0,199;0,118;0,213;0;0,281;0;0;0,406
"Mvc";3177;0,26;5;"src/Microsoft.AspNet.Mvc.Core/ContentResult.cs";TRUE;0,251;0,446;0,683;0,52;0,62;0,141;0;0,411;0;0,152;0,101;0;0,322;0,022;0;0,189
"Mvc";3211;0,048;7;"src/Microsoft.AspNet.Mvc.ViewFeatures/ViewComponents/ViewComponentMethodSelector.cs";TRUE;0;0;0,89;0,498;0,328;0,248;NA;0,201;NA;0,161;1,429;0,44;0,014;1,07;NA;0,211
"Mvc";3294;0,167;1;"src/Microsoft.AspNet.Mvc.Razor.Host/ViewHierarchyUtility.cs";TRUE;0,357;0,662;1;0,76;0,826;0,289;0;0,821;0;0,427;0,294;0,244;0;0,319;0;0,375
"Mvc";3556;0,5;1;"src/Microsoft.AspNet.Mvc.Razor/RazorViewEngine.cs";TRUE;0,826;0,01;0,928;0,769;0,099;0,263;0,016;0,335;0,119;0,057;0,113;0,064;0,287;0,705;0,44;0,219
"Mvc";3755;0,067;7;"src/Microsoft.AspNet.Mvc.Razor/Compilation/RazorCompilationService.cs";TRUE;0,105;0,036;0,834;0,504;0,397;0,231;0;0;0,406;0,451;0,99;0,313;0,175;0;0,719;0,284
"Mvc";3755;0,067;9;"src/Microsoft.AspNet.Mvc.Razor/RazorViewEngine.cs";TRUE;0,431;0,157;0,511;0,437;0,202;0,114;0;0,207;0,348;0,274;0,188;0,235;0,201;0,215;0,756;0,189
"Mvc";3755;0,067;10;"src/Microsoft.AspNet.Mvc.Razor/Compilation/RoslynCompilationService.cs";TRUE;0,105;0,036;0,714;0,436;0,317;0,196;0;0,124;0;0,293;0,461;0,305;0,46;0;0,719;0,238
"Mvc";3907;0,036;4;"src/Microsoft.AspNet.Mvc.Core/Properties/Resources.Designer.cs";TRUE;0,744;0,168;0,369;0,453;0;0,143;0;0;0;0,159;0;0;0,154;0,191;0;0
"Mvc";3979;0,89;1;"src/Microsoft.AspNetCore.Mvc.Abstractions/Filters/IAsyncAuthorizationFilter.cs";TRUE;0;0;1;0,56;1,438;0;NA;NA;0,819;0,859;0,668;0,179;NA;NA;NA;NA
"Mvc";3979;0,89;2;"src/Microsoft.AspNetCore.Mvc.Abstractions/Filters/IAuthorizationFilter.cs";TRUE;0;0;0,905;0,507;1,511;0;NA;NA;0,068;0,837;1,026;0,179;NA;NA;NA;NA
"Mvc";3979;0,89;3;"src/Microsoft.AspNetCore.Mvc.Cors/Internal/DisableCorsAuthorizationFilter.cs";TRUE;0;0;0,901;0,505;0,742;0,459;NA;NA;0,784;0,704;0,329;0,179;0,107;NA;NA;NA
"Mvc";3979;0,89;4;"src/Microsoft.AspNetCore.Mvc.Core/Internal/MvcCoreDiagnosticSourceExtensions.cs";TRUE;0;0;0,836;0,468;0,565;0;NA;NA;0,312;0,277;0,491;0,68;0,746;0,514;NA;NA
"Mvc";3979;0,89;5;"src/Microsoft.AspNetCore.Mvc.Core/Internal/AuthorizeFilter.cs";TRUE;0;0;0,758;0,425;0,54;0,423;NA;NA;0,613;0,859;0,339;0,028;0,103;NA;NA;0,226
"Mvc";3979;0,89;6;"src/Microsoft.AspNetCore.Mvc.Cors/Internal/CorsAuthorizationFilter.cs";TRUE;0;0;0,751;0,421;0,826;0,343;NA;NA;0,739;0,417;0,42;0,084;0,09;NA;NA;0,282
"Mvc";3979;0,89;7;"src/Microsoft.AspNetCore.Mvc.Core/Filters/AuthorizationFilterAttribute.cs";TRUE;0;0,001;0,669;0,375;0,938;0;0;0;0,503;0,527;0,629;0,061;0,055;0;0;0
"Mvc";3979;0,89;8;"src/Microsoft.AspNetCore.Mvc.ViewFeatures/Internal/ValidateAntiforgeryTokenAuthorizationFilter.cs";TRUE;0;0;0,655;0,367;0,804;0;NA;NA;0,465;0,282;0,351;0,122;0,177;0,094;NA;0,298
"Mvc";3979;0,89;10;"src/Microsoft.AspNetCore.Mvc.Core/RequireHttpsAttribute.cs";TRUE;0;0;0,517;0,289;0,731;0;NA;NA;0,08;0,333;1,038;0,121;0,08;NA;NA;NA
"Mvc";4013;0,069;7;"src/Microsoft.AspNetCore.Mvc.TagHelpers/AnchorTagHelper.cs";TRUE;0;0;0,8;0,448;0,202;0,191;NA;0,151;0,131;0,446;0,844;0,275;0,142;0,252;NA;0,213
"Mvc";4013;0,069;10;"src/Microsoft.AspNetCore.Mvc.TagHelpers/FormTagHelper.cs";TRUE;0;0,132;0,67;0,394;0,215;0,229;0;0,178;0,131;0,325;0,844;0,067;0,154;0,305;0;0,146
"Mvc";4050;0,6;1;"src/Microsoft.AspNetCore.Mvc.Core/Formatters/OutputFormatter.cs";TRUE;0,508;0,158;1;0,734;0,675;0,406;0;0,729;0,4;0,434;0,53;0,33;0,74;0;1,567;0,527
"Mvc";4050;0,6;2;"src/Microsoft.AspNetCore.Mvc.Core/Formatters/InputFormatter.cs";TRUE;0,492;0,185;0,867;0,659;0,661;0,497;0;0;0,434;0,248;0,611;0,093;1,145;0;0;0,859
"Mvc";4050;0,6;3;"src/Microsoft.AspNetCore.Mvc.Core/Properties/Resources.Designer.cs";TRUE;1;0,492;0,261;0,515;0;0,35;0;0;0;0,23;0;0,288;0,182;0,283;0;0
"Mvc";4136;0,083;6;"src/Microsoft.AspNetCore.Mvc.Core/Infrastructure/DefaultAssemblyProvider.cs";TRUE;0;0;0,573;0,321;0,566;0,318;NA;NA;0,043;0,215;0,124;0,345;0,511;0,194;NA;NA
"Nancy";329;1;1;"src/Nancy/StaticConfiguration.cs";TRUE;0;0;1;0,56;NA;0,507;NA;0,632;NA;0,538;NA;NA;0,518;NA;NA;NA
"Nancy";333;0,292;2;"src/Nancy/Responses/GenericFileResponse.cs";TRUE;0;1;0,727;0,547;0,403;0,155;0;0;0;0,213;0;0,649;0,262;0;0;0,285
"Nancy";333;0,292;3;"src/Nancy/Conventions/StaticContentConventionBuilder.cs";TRUE;0;1;0,723;0,545;0,677;0,178;0;0;0;0,148;0;0,504;0,316;0;0;0,317
"Nancy";442;0,25;2;"src/Nancy/ModelBinding/ModuleExtensions.cs";TRUE;0;0;0,884;0,495;0,526;0,334;NA;NA;NA;1,011;1,373;NA;0,215;NA;NA;NA
"Nancy";612;0,383;2;"src/Nancy/Diagnostics/DefaultRequestTracing.cs";TRUE;0;0;0,992;0,555;0,897;NA;NA;0,443;1,081;0,698;NA;0,455;1,045;NA;NA;1,617
"Nancy";612;0,383;3;"src/Nancy/Diagnostics/RequestTraceSession.cs";TRUE;0;0;0,784;0,439;0,833;NA;NA;0,498;NA;0,867;NA;1,108;0,501;NA;NA;NA
"Nancy";612;0,383;4;"src/Nancy/Diagnostics/TraceLog.cs";TRUE;0;0;0,686;0,384;0,895;NA;NA;1,081;NA;0,402;NA;0,655;0,445;NA;NA;NA
"Nancy";664;0,25;4;"src/Nancy/Bootstrapper/NancyBootstrapperBase.cs";TRUE;0,001;1;0,734;0,551;0,293;0,147;0;0;0,431;0,13;0;0,139;0,18;0;0;0,307
"Nancy";697;0,167;6;"src/Nancy/Json/JsonDeserializer.cs";TRUE;0;0;0,596;0,334;0,51;0,134;1,01;0,292;NA;0,003;0,83;0,184;0,214;0,233;NA;NA
"Nancy";902;1;1;"src/Nancy.Hosting.Self/HostConfiguration.cs";TRUE;0,516;0;1;0,715;0,558;0,351;NA;NA;NA;NA;0,911;NA;0,446;NA;NA;NA
"Nancy";902;1;2;"src/Nancy.Hosting.Self/NancyHost.cs";TRUE;0,516;0;0,826;0,617;0,542;0,197;NA;NA;NA;0,212;0,673;0,105;0,494;NA;NA;0,081
"Nancy";905;0,236;4;"src/Nancy/NancyEngine.cs";TRUE;0,264;0;0,599;0,415;0,132;0,216;NA;0,345;0,204;0,279;0,225;0,237;0,284;0,247;NA;0,07
"Nancy";905;0,236;9;"src/Nancy/Diagnostics/DiagnosticsHook.cs";TRUE;0,323;0;0,257;0,241;0,071;NA;NA;NA;0,198;0,083;0,226;0,261;0,038;0,184;NA;0,149
"Nancy";908;0,5;1;"src/Nancy/Routing/DefaultRouteInvoker.cs";TRUE;0;0;1;0,56;0,77;0,03;0,25;0,155;0,269;0,316;0,189;0,557;0,408;0,563;NA;0,468
"Nancy";969;0,2;5;"src/Nancy/Conventions/StaticContentConventionBuilder.cs";TRUE;0,002;0,745;0,565;0,421;0,492;0,214;0;0;0;0,055;0,001;0,088;0;0,211;0;0,076
"Nancy";1047;1;1;"src/Nancy/Diagnostics/DiagnosticsHook.cs";TRUE;0,362;1;0,663;0,62;0,234;0;0;0;0;0,283;0,33;0,462;0,119;0,402;0;0,4
"Nancy";1120;0,167;6;"src/Nancy.Owin/NancyOwinHost.cs";TRUE;0,295;1;0,286;0,389;0,175;0,194;0;0;0;0;0,199;0;0,063;0,214;0;0,146
"Nancy";1232;0,5;1;"src/Nancy/NancyEngine.cs";TRUE;0,099;0;1;0,59;0,354;0,371;0,08;0,393;0,252;0,41;0,807;0,424;0,519;0,339;0,108;0,484
"Nancy";1295;0,5;2;"src/Nancy.Owin/Extensions.cs";TRUE;0;0,065;1;0,569;0,485;0,374;0;0;0;0,505;1,654;0,148;0;0,296;0,326;0,396
"Nancy";1457;0,483;1;"src/Nancy/Validation/ModuleExtensions.cs";TRUE;0;0,583;1;0,642;0,652;0,296;0;0,74;0;0,29;1,008;0;1,055;0;0;1,09
"Nancy";1457;0,483;3;"src/Nancy/Validation/ModelValidationResult.cs";TRUE;0;0;0,789;0,442;0,633;0,264;NA;0,74;NA;0,464;0,878;0,499;0,26;NA;NA;0,205
"Nancy";1457;0,483;4;"src/Nancy/Validation/CompositeValidator.cs";TRUE;0;0;0,789;0,442;0,508;0,289;NA;0,74;0,566;0,122;0,878;0,538;0,31;NA;NA;0,584
"Nancy";1927;0,25;4;"src/Nancy/ModelBinding/DefaultBinder.cs";TRUE;0,031;0;0,813;0,465;0,326;0,29;0,815;0,04;NA;0,289;0,437;0,261;0,45;0,096;NA;0,325
"Nancy";1927;0,25;8;"src/Nancy/ModelBinding/ModelBindingException.cs";TRUE;0;0;0,678;0,38;0,349;0,272;NA;NA;NA;NA;0,561;0,32;0,424;0,443;NA;NA
"Nancy";2131;0,143;7;"src/Nancy/Responses/Negotiation/XmlProcessor.cs";TRUE;0;0;0,718;0,402;0,23;0,462;0,148;0,069;0,111;0,404;0,484;0,197;0,088;0,733;NA;0,029
"NLog";23;1;1;"src/NLog/Targets/LogReceiverWebServiceTarget.cs";TRUE;0;0;1;0,56;0,497;0,07;NA;NA;NA;0,266;0,241;0,217;0,211;0,166;1,21;0,678
"NLog";177;1;1;"src/NLog/Targets/Wrappers/AsyncTargetWrapper.cs";TRUE;0;0;1;0,56;0,438;0,345;1,208;NA;NA;0,101;0,69;0,17;0,159;0,772;0,912;0,062
"NLog";316;0,125;8;"src/NLog/LogManager.cs";TRUE;0;0;0,555;0,311;0,447;0,065;NA;0,317;0,932;0,034;0,061;NA;0,264;0,022;0,062;NA
"NLog";378;0,2;5;"src/NLog/Targets/LogReceiverWebServiceTarget.cs";TRUE;0;0,608;0,773;0,518;0,428;0,328;0;0;0;0,031;1,137;0,021;0,289;0,43;0,894;0,436
"NLog";386;0,5;2;"src/NLog/Logger.cs";TRUE;0,298;0;0,991;0,644;0,223;0,258;NA;0,164;NA;0,312;NA;0,19;0,28;0,355;NA;0,126
"OpenRA";7303;0,1;10;"OpenRA.Mods.RA/Widgets/Logic/ClientTooltipLogic.cs";TRUE;0;0;0,589;0,33;0,228;NA;NA;0,14;NA;0,12;NA;0,3;NA;0,146;NA;0,181
"OpenRA";7431;0,25;4;"OpenRA.Mods.Common/Widgets/Logic/SettingsLogic.cs";TRUE;0;0;0,863;0,483;NA;0,283;NA;0,267;NA;0,093;NA;0,219;0,686;0,288;NA;0,036
"OpenRA";7459;0,111;9;"OpenRA.Mods.Common/Traits/Buildings/Building.cs";TRUE;0;0;0,792;0,443;0,362;NA;NA;0,026;0,146;0,04;NA;0,258;0,424;0,033;NA;0,074
"OpenRA";8129;0,143;7;"OpenRA.Mods.Common/Widgets/HotkeyEntryWidget.cs";TRUE;0;0;0,735;0,412;0,384;0,032;0,201;0,02;NA;0,055;NA;NA;NA;0,262;1,207;NA
"OpenRA";8869;0,2;5;"OpenRA.Mods.Common/Widgets/RadarWidget.cs";TRUE;0;0;0,96;0,538;0,216;0,143;0,294;0,063;NA;0,163;NA;NA;0,201;NA;0,106;0,123
"OpenRA";9063;0,25;2;"OpenRA.Mods.Common/Traits/Crates/HideMapCrateAction.cs";TRUE;0;0;1;0,56;0,605;0,535;NA;0,163;NA;0,003;NA;NA;0,136;0,679;NA;NA
"OpenRA";9851;0,025;8;"OpenRA.Mods.Common/Widgets/WorldCommandWidget.cs";TRUE;0,765;0,304;0,334;0,459;0,014;0,066;0;0,076;0;0,077;0;0;0,119;0,099;0;0,035
"OpenRA";10127;0,5;2;"OpenRA.Mods.Common/Traits/World/EditorActorLayer.cs";TRUE;0;0;0,793;0,444;0,298;NA;0,08;0,34;0,237;0,059;NA;0,226;0,088;0,428;NA;0,416
"OpenRA";10228;1;1;"OpenRA.Game/Traits/Player/FrozenActorLayer.cs";TRUE;0;0;1;0,56;0,137;0,151;NA;0,086;0,326;0,204;NA;0,402;0,045;0,254;NA;0,138
"OpenRA";10350;0,333;3;"OpenRA.Mods.Common/Warheads/CreateEffectWarhead.cs";TRUE;0;0;0,744;0,417;0,225;0,433;NA;0,426;NA;0,228;NA;NA;NA;0,129;NA;0,11
"OpenRA";10450;1;1;"OpenRA.Mods.Common/Widgets/Logic/Lobby/LobbyLogic.cs";TRUE;0,827;0,166;0,909;0,781;0,238;0,032;0;0,182;0;0,014;0;0,122;0;0,126;0,562;0,144
